"folio_recepcion","descripcion","inicio_carga"
"2024210415",NO PROCESADO MEDIPASS,2024-05-16 22:15:28.759
"2024208079",NO PROCESADO MEDIPASS,2024-05-16 22:15:28.788
"2024205260",NO PROCESADO MEDIPASS,2024-05-16 22:15:28.809
"2024207695",NO PROCESADO MEDIPASS,2024-05-16 22:15:28.836
"2024207103",NO PROCESADO MEDIPASS,2024-05-16 22:15:28.866
"2024205668",NO PROCESADO MEDIPASS,2024-05-16 22:15:28.897
"2024205490",NO PROCESADO MEDIPASS,2024-05-16 22:45:26.727
"2024207255",NO PROCESADO MEDIPASS,2024-05-16 23:45:26.946
"2024210151",NO PROCESADO MEDIPASS,2024-05-16 23:45:28.293
"2024210466",NO PROCESADO MEDIPASS,2024-05-17 00:45:27.773
"2024207337",,2024-05-17 16:00:27.505
"2024210028",,2024-05-17 16:00:50.525
"2024205882",,2024-05-17 16:00:51.238
"2024205122",,2024-05-17 16:00:51.560
"2024207400",,2024-05-17 16:00:52.686
"2024210586",RENTA = TOPE,2024-05-17 16:01:05.075
"2024210608",,2024-05-17 16:01:05.378
"2024210280",COTIZ < LIQ DE SUELDO,2024-05-17 16:01:13.309
"2024210241",,2024-05-17 16:01:16.974
"2024207398",,2024-05-17 16:01:17.303
"2024205313",FALTA COTIZ. SALUD,2024-05-17 16:01:17.357
"2024210330",,2024-05-17 16:01:18.723
"2024205010",,2024-05-17 16:01:21.509
"2024205265",,2024-05-17 16:01:21.554
"2024207468",,2024-05-17 16:01:22.656
"2024207029",,2024-05-17 16:01:22.767
"2024210308",,2024-05-17 16:01:23.832
"2024205019",,2024-05-17 16:01:25.743
"2024205114",,2024-05-17 16:01:27.682
"2024207786",,2024-05-17 16:01:27.775
"2024211377",,2024-05-17 16:01:27.938
"2024205558",COTIZ < LIQ DE SUELDO,2024-05-17 16:01:30.205
"2024205266",,2024-05-17 16:01:31.434
"2024210289",,2024-05-17 16:01:34.311
"2024205343",,2024-05-17 16:01:34.441
"2024205383",,2024-05-17 16:01:35.569
"2024210359",,2024-05-17 16:01:35.727
"2024210669",,2024-05-17 16:01:35.930
"2024205118",,2024-05-17 16:01:39.924
"2024204901",,2024-05-17 20:30:27.299
"2024496222",,2024-05-17 20:30:51.991
"2024207375",,2024-05-17 20:31:02.762
"2024207381",,2024-05-17 20:31:13.199
"2024207705",,2024-05-17 20:31:13.244
"2024207597",,2024-05-17 20:31:16.126
"2024210135",,2024-05-17 20:31:18.071
"2024207763",,2024-05-17 20:31:19.205
"2024210039",COTIZ < LIQ DE SUELDO,2024-05-17 20:31:19.248
"2024207815",,2024-05-17 20:31:21.141
"2024205348",FALTA COTIZ. SALUD,2024-05-17 20:31:24.468
"2024205636",,2024-05-17 20:31:31.985
"2024210351",,2024-05-17 20:31:34.117
"2024208062",,2024-05-17 20:31:34.163
"2024205414",,2024-05-17 20:31:34.210
"2024205444",,2024-05-17 20:31:40.731
"2024210598",,2024-05-17 20:31:40.857
"2024205115",,2024-05-17 20:31:42.776
"2024210196",,2024-05-17 20:31:42.862
"2024208030",,2024-05-17 20:31:46.872
"2024210342",,2024-05-17 20:31:48.130
"2024210599",FALTA COTIZ. SALUD,2024-05-17 20:45:27.398
"2024208119",,2024-05-17 20:45:28.680
"2024205624",,2024-05-17 20:45:28.754
"2024210349",,2024-05-17 20:45:28.827
"2024205997",,2024-05-17 20:45:28.900
"2024205320",,2024-05-17 20:45:29.532
"2024205176",,2024-05-17 20:45:43.876
"2024207359",COTIZ < LIQ DE SUELDO,2024-05-17 20:45:52.610
"2024205662",,2024-05-17 20:46:02.722
"2024200715",COTIZ < LIQ DE SUELDO,2024-05-17 20:46:07.060
"2024204549",,2024-05-17 20:46:08.690
"2024207928",FALTA COTIZ. SALUD,2024-05-17 20:46:10.775
"2024204926",COTIZ < LIQ DE SUELDO,2024-05-17 20:46:15.109
"2024496095",,2024-05-17 20:46:17.765
"2024207925",,2024-05-17 20:46:17.808
"2024207187",,2024-05-17 20:46:17.858
"2024207621",,2024-05-17 20:46:17.915
"2024207526",,2024-05-17 20:46:20.919
"2024210106",,2024-05-17 20:46:21.133
"2024204234",COTIZ < LIQ DE SUELDO,2024-05-17 20:46:21.211
"2024207769",,2024-05-17 20:46:32.142
"2024207424",,2024-05-17 20:46:43.586
"2024207635",,2024-05-17 20:46:43.638
"2024204542",COTIZ < LIQ DE SUELDO,2024-05-17 20:46:45.638
"2024207434",,2024-05-17 20:46:50.335
"2024204965",,2024-05-17 20:46:50.472
"2024207772",,2024-05-17 20:46:50.527
"2024207196",,2024-05-17 20:46:52.473
"2024207781",,2024-05-17 20:46:52.580
"2024207178",,2024-05-17 20:46:53.569
"2024207393",,2024-05-17 20:46:54.781
"2024496251",,2024-05-17 20:47:01.645
"2024207911",,2024-05-17 20:47:03.562
"2024496545",COTIZ < LIQ DE SUELDO,2024-05-17 20:47:09.144
"2024210132",COTIZ < LIQ DE SUELDO,2024-05-17 20:47:11.216
"2024207893",,2024-05-17 20:47:21.525
"2024207864",,2024-05-17 20:47:23.929
"2024210266",,2024-05-17 20:47:25.247
"2024496636",,2024-05-17 20:47:25.385
"2024207549",,2024-05-17 20:47:25.440
"2024207758",,2024-05-17 20:47:26.554
"2024207352",FALTA COTIZ. SALUD,2024-05-17 20:47:26.586
"2024204981",,2024-05-17 20:47:28.992
"2024207747",,2024-05-17 20:47:35.684
"2024207428",,2024-05-17 20:47:35.823
"2024207875",,2024-05-17 20:47:37.726
"2024210011",,2024-05-17 20:47:39.621
"2024210060",COTIZ < LIQ DE SUELDO,2024-05-17 20:47:42.544
"2024210008",,2024-05-17 20:47:45.831
"2024207586",FALTA COTIZ. SALUD,2024-05-17 20:47:45.869
"2024207438",,2024-05-17 20:47:48.020
"2024207752",,2024-05-17 20:47:48.257
"2024496532",,2024-05-17 21:00:27.105
"2024207868",,2024-05-17 21:00:42.526
"2024207714",,2024-05-17 21:00:46.095
"2024204347",,2024-05-17 21:00:46.159
"2024207569",COTIZ < LIQ DE SUELDO,2024-05-17 21:00:46.372
"2024204964",COTIZ < LIQ DE SUELDO,2024-05-17 21:00:46.510
"2024207024",,2024-05-17 21:00:52.226
"2024207351",,2024-05-17 21:00:52.588
"2024207335",,2024-05-17 21:00:52.642
"2024210328",,2024-05-17 21:00:58.755
"2024207208",,2024-05-17 21:01:08.669
"2024210038",,2024-05-17 21:01:08.913
"2024207943",,2024-05-17 21:01:12.985
"2024207407",,2024-05-17 21:01:13.112
"2024207972",,2024-05-17 21:01:13.262
"2024207367",,2024-05-17 21:01:13.305
"2024201992",NO IMAGENES CON API,2024-05-17 21:15:27.127
"2024201642",NO IMAGENES CON API,2024-05-17 21:15:28.498
"2024201926",NO IMAGENES CON API,2024-05-17 21:15:28.521
"2024201507",NO IMAGENES CON API,2024-05-17 21:15:28.548
"2024201479",NO IMAGENES CON API,2024-05-17 21:15:28.577
"2024201872",NO IMAGENES CON API,2024-05-17 21:15:28.607
"2024201761",NO IMAGENES CON API,2024-05-17 21:15:28.630
"2024201691",NO IMAGENES CON API,2024-05-17 21:15:28.659
"2024201494",NO IMAGENES CON API,2024-05-17 21:15:28.681
"2024224010",NO IMAGENES CON API,2024-05-17 21:15:28.705
"2024201826",NO IMAGENES CON API,2024-05-17 21:15:28.731
"2024201504",NO IMAGENES CON API,2024-05-17 21:15:28.760
"2024201656",NO IMAGENES CON API,2024-05-17 21:15:28.784
"2024201890",NO IMAGENES CON API,2024-05-17 21:15:28.807
"2024201640",NO IMAGENES CON API,2024-05-17 21:15:28.830
"2024201775",NO IMAGENES CON API,2024-05-17 21:15:28.858
"2024201954",NO IMAGENES CON API,2024-05-17 21:15:28.889
"2024201607",NO IMAGENES CON API,2024-05-17 21:15:28.911
"2024201657",NO IMAGENES CON API,2024-05-17 21:15:28.937
"2024201859",NO IMAGENES CON API,2024-05-17 21:15:28.968
"2024201860",NO IMAGENES CON API,2024-05-17 21:15:29.016
"2024201495",NO IMAGENES CON API,2024-05-17 21:15:29.092
"2024201887",NO IMAGENES CON API,2024-05-17 21:15:29.119
"2024201985",NO IMAGENES CON API,2024-05-17 21:15:29.156
"2024201645",NO IMAGENES CON API,2024-05-17 21:15:29.180
"2024200612",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.213
"2024200805",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.245
"2024205222",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.299
"2024210456",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.321
"2024200568",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.355
"2024205463",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.389
"2024210532",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.414
"2024210431",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.435
"2024200496",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.470
"2024205470",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.506
"2024210472",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.530
"2024201917",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.556
"2024210529",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.582
"2024200532",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.604
"2024200512",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.628
"2024200798",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.653
"2024200506",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.682
"2024200576",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.703
"2024200527",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.727
"2024200565",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.754
"2024200788",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.780
"2024200795",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.802
"2024208450",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.829
"2024210442",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.860
"2024208174",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.905
"2024210434",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.926
"2024200554",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.953
"2024205245",NO PROCESADO MEDIPASS,2024-05-17 21:15:29.979
"2024210528",NO PROCESADO MEDIPASS,2024-05-17 21:15:30.008
"2024204897",FALTA COTIZ. SALUD,2024-05-17 21:30:27.160
"2024207534",,2024-05-17 21:30:57.127
"2024207574",,2024-05-17 21:31:04.189
"2024205099",,2024-05-17 21:31:06.554
"2024210662",COTIZ < LIQ DE SUELDO,2024-05-17 21:31:06.595
"2024207728",,2024-05-17 21:31:16.386
"2024205083",,2024-05-17 21:31:16.557
"2024207204",,2024-05-17 21:31:16.827
"2024205844",,2024-05-17 21:31:16.890
"2024210648",,2024-05-17 21:31:19.824
"2024204931",,2024-05-17 21:31:22.938
"2024204925",,2024-05-17 21:31:27.686
"2024204127",,2024-05-17 21:31:27.844
"2024496137",,2024-05-17 21:31:27.910
"2024207553",,2024-05-17 21:31:28.992
"2024207346",,2024-05-17 21:31:31.194
"2024207425",,2024-05-17 21:31:37.090
"2024207150",,2024-05-17 21:31:41.945
"2024210205",RENTA = TOPE,2024-05-17 21:31:43.940
"2024205787",COTIZ < LIQ DE SUELDO,2024-05-17 21:31:50.708
"2024207803",,2024-05-17 21:31:53.862
"2024205654",COTIZ < LIQ DE SUELDO,2024-05-17 21:31:54.908
"2024207668",,2024-05-17 21:45:27.217
"2024210020",,2024-05-17 21:45:28.598
"2024210340",,2024-05-17 21:45:28.704
"2024207430",COTIZ < LIQ DE SUELDO,2024-05-17 21:45:28.798
"2024210366",RENTA = TOPE,2024-05-17 21:45:37.122
"2024205110",COTIZ < LIQ DE SUELDO,2024-05-17 21:45:50.037
"2024205595",,2024-05-17 21:45:53.165
"2024205744",FALTA COTIZ. SALUD,2024-05-17 21:45:57.385
"2024205744",COTIZ < LIQ DE SUELDO,2024-05-17 21:45:57.385
"2024205412",,2024-05-17 21:45:58.622
"2024205561",,2024-05-17 21:45:59.879
"2024210284",,2024-05-17 21:46:05.507
"2024205379",,2024-05-17 21:46:05.592
"2024205651",,2024-05-17 21:46:12.751
"2024210576",COTIZ < LIQ DE SUELDO,2024-05-17 21:46:12.801
"2024207951",,2024-05-17 21:46:16.731
"2024208170",,2024-05-17 21:46:20.467
"2024210271",COTIZ < LIQ DE SUELDO,2024-05-17 21:46:23.259
"2024205855",,2024-05-17 21:46:25.298
"2024210353",,2024-05-17 21:46:26.296
"2024210539",,2024-05-17 21:46:28.238
"2024496166",,2024-05-17 21:46:29.540
"2024207767",,2024-05-17 21:46:31.478
"2024207578",,2024-05-17 21:46:31.684
"2024207703",,2024-05-17 21:46:39.115
"2024207969",,2024-05-17 21:46:41.045
"2024207710",COTIZ < LIQ DE SUELDO,2024-05-17 21:46:41.120
"2024210252",,2024-05-17 21:46:42.181
"2024496180",,2024-05-17 21:46:42.487
"2024207556",COTIZ < LIQ DE SUELDO,2024-05-17 21:46:42.577
"2024207953",,2024-05-17 21:46:44.634
"2024210361",,2024-05-17 21:46:47.654
"2024205916",,2024-05-17 21:46:51.520
"2024207376",,2024-05-17 21:46:54.321
"2024207545",,2024-05-17 21:46:54.359
"2024208054",COTIZ < LIQ DE SUELDO,2024-05-17 21:46:56.540
"2024467160",NO HAY IMAGENES PARA DESCARGAR,2024-05-17 21:46:56.792
"2024208032",,2024-05-17 21:46:58.905
"2024205189",,2024-05-17 21:46:59.167
"2024210693",NO HAY IMAGENES PARA DESCARGAR,2024-05-17 21:47:05.731
"2024205834",,2024-05-17 21:47:05.757
"2024210604",,2024-05-17 21:47:06.820
"2024210692",,2024-05-17 21:47:12.502
"2024208153",,2024-05-17 21:47:19.295
"2024205162",,2024-05-17 21:47:24.084
"2024205777",COTIZ < LIQ DE SUELDO,2024-05-17 21:47:26.039
"2024208167",,2024-05-17 21:47:29.903
"2024205908",,2024-05-17 21:47:30.109
"2024210615",,2024-05-17 21:47:30.232
"2024201579",NO IMAGENES CON API,2024-05-17 21:47:30.497
"2024201568",NO IMAGENES CON API,2024-05-17 21:47:30.521
"2024201814",NO IMAGENES CON API,2024-05-17 21:47:30.542
"2024201654",NO IMAGENES CON API,2024-05-17 21:47:30.562
"2024201483",NO IMAGENES CON API,2024-05-17 21:47:30.582
"2024201627",NO IMAGENES CON API,2024-05-17 21:47:30.604
"2024201571",,2024-05-17 21:47:30.624
"2024201999",NO IMAGENES CON API,2024-05-17 21:47:30.643
"2024201703",NO IMAGENES CON API,2024-05-17 21:47:30.668
"2024201863",NO IMAGENES CON API,2024-05-17 21:47:30.688
"2024201977",NO IMAGENES CON API,2024-05-17 21:47:30.706
"2024201974",NO IMAGENES CON API,2024-05-17 21:47:30.725
"2024201961",NO IMAGENES CON API,2024-05-17 21:47:30.743
"2024201529",NO IMAGENES CON API,2024-05-17 21:47:30.761
"2024201960",NO IMAGENES CON API,2024-05-17 21:47:30.781
"2024201537",NO IMAGENES CON API,2024-05-17 21:47:30.799
"2024201608",NO IMAGENES CON API,2024-05-17 21:47:30.818
"2024201531",NO IMAGENES CON API,2024-05-17 21:47:30.836
"2024201528",NO IMAGENES CON API,2024-05-17 21:47:30.856
"2024201973",NO IMAGENES CON API,2024-05-17 21:47:30.876
"2024201596",NO IMAGENES CON API,2024-05-17 21:47:30.896
"2024201482",NO IMAGENES CON API,2024-05-17 21:47:30.915
"2024201605",NO IMAGENES CON API,2024-05-17 21:47:30.933
"2024201505",NO IMAGENES CON API,2024-05-17 21:47:30.956
"2024201825",NO IMAGENES CON API,2024-05-17 21:47:30.975
"2024201839",NO IMAGENES CON API,2024-05-17 21:47:30.994
"2024201493",NO IMAGENES CON API,2024-05-17 21:47:31.018
"2024201514",NO IMAGENES CON API,2024-05-17 21:47:31.069
"2024201870",NO IMAGENES CON API,2024-05-17 21:47:31.101
"2024201702",NO IMAGENES CON API,2024-05-17 21:47:31.123
"2024201858",NO IMAGENES CON API,2024-05-17 21:47:31.145
"2024201630",NO IMAGENES CON API,2024-05-17 21:47:31.166
"2024201993",NO IMAGENES CON API,2024-05-17 21:47:31.194
"2024201726",NO IMAGENES CON API,2024-05-17 21:47:31.222
"2024201562",NO IMAGENES CON API,2024-05-17 21:47:31.250
"2024201534",NO IMAGENES CON API,2024-05-17 21:47:31.270
"2024201555",NO IMAGENES CON API,2024-05-17 21:47:31.290
"2024201968",NO IMAGENES CON API,2024-05-17 21:47:31.312
"2024201947",NO IMAGENES CON API,2024-05-17 21:47:31.335
"2024201981",NO IMAGENES CON API,2024-05-17 21:47:31.356
"2024201787",NO IMAGENES CON API,2024-05-17 21:47:31.380
"2024201879",NO IMAGENES CON API,2024-05-17 21:47:31.402
"2024201700",NO IMAGENES CON API,2024-05-17 21:47:31.421
"2024201785",NO IMAGENES CON API,2024-05-17 21:47:31.440
"2024210409",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.459
"2024200497",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.479
"2024205951",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.501
"2024201246",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.522
"2024210459",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.548
"2024200546",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.567
"2024205247",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.586
"2024210498",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.608
"2024200581",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.640
"2024205714",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.662
"2024200577",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.681
"2024205711",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.700
"2024200547",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.719
"2024200791",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.737
"2024201429",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.756
"2024208465",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.774
"2024210508",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.799
"2024208080",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.818
"2024210523",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.838
"2024208541",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.859
"2024210372",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.879
"2024210383",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.909
"2024200503",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.927
"2024210497",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.946
"2024210484",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.965
"2024201459",NO PROCESADO MEDIPASS,2024-05-17 21:47:31.992
"2024208186",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.036
"2024200485",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.090
"2024200560",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.111
"2024200524",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.132
"2024200487",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.158
"2024200810",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.178
"2024210441",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.204
"2024205947",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.226
"2024201916",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.249
"2024200514",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.271
"2024200991",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.290
"2024210410",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.310
"2024208183",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.330
"2024201464",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.350
"2024205678",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.369
"2024210490",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.390
"2024205225",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.412
"2024201438",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.433
"2024210376",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.452
"2024210374",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.472
"2024210733",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.493
"2024200986",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.514
"2024200523",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.539
"2024201932",NO PROCESADO MEDIPASS,2024-05-17 21:47:32.560
"2024210363",,2024-05-17 22:00:27.425
"2024208639",,2024-05-17 22:00:42.515
"2024208152",,2024-05-17 22:00:42.580
"2024210554",,2024-05-17 22:00:42.632
"2024205101",,2024-05-17 22:00:56.747
"2024208168",,2024-05-17 22:00:56.815
"2024210287",,2024-05-17 22:01:05.279
"2024207980",,2024-05-17 22:15:26.955
"2024207470",NO IMAGENES CON API,2024-05-17 22:15:28.405
"2024205295",,2024-05-17 22:15:28.429
"2024207521",NO IMAGENES CON API,2024-05-17 22:15:28.459
"2024207804",,2024-05-17 22:15:28.489
"2024207427",NO IMAGENES CON API,2024-05-17 22:15:28.564
"2024496211",,2024-05-17 22:15:28.588
"2024204973",NO IMAGENES CON API,2024-05-17 22:15:28.613
"2024204928",,2024-05-17 22:15:28.640
"2024210021",NO IMAGENES CON API,2024-05-17 22:15:28.674
"2024496091",NO IMAGENES CON API,2024-05-17 22:15:28.701
"2024201683",NO IMAGENES CON API,2024-05-17 22:15:28.741
"2024201643",NO IMAGENES CON API,2024-05-17 22:15:28.788
"2024201728",NO IMAGENES CON API,2024-05-17 22:15:28.812
"2024201626",NO IMAGENES CON API,2024-05-17 22:15:28.835
"2024201670",NO IMAGENES CON API,2024-05-17 22:15:28.867
"2024201829",NO IMAGENES CON API,2024-05-17 22:15:28.895
"2024224004",NO IMAGENES CON API,2024-05-17 22:15:28.916
"2024201883",NO IMAGENES CON API,2024-05-17 22:15:28.944
"2024224009",NO IMAGENES CON API,2024-05-17 22:15:28.976
"2024201896",NO IMAGENES CON API,2024-05-17 22:15:29.038
"2024224002",NO IMAGENES CON API,2024-05-17 22:15:29.088
"2024201935",NO IMAGENES CON API,2024-05-17 22:15:29.114
"2024201687",NO IMAGENES CON API,2024-05-17 22:15:29.139
"2024201967",NO IMAGENES CON API,2024-05-17 22:15:29.179
"2024201975",NO IMAGENES CON API,2024-05-17 22:15:29.203
"2024201777",NO IMAGENES CON API,2024-05-17 22:15:29.230
"2024201976",NO IMAGENES CON API,2024-05-17 22:15:29.289
"2024201692",NO IMAGENES CON API,2024-05-17 22:15:29.319
"2024224016",NO IMAGENES CON API,2024-05-17 22:15:29.345
"2024201861",NO IMAGENES CON API,2024-05-17 22:15:29.374
"2024201694",NO IMAGENES CON API,2024-05-17 22:15:29.403
"2024201628",NO IMAGENES CON API,2024-05-17 22:15:29.425
"2024224013",NO IMAGENES CON API,2024-05-17 22:15:29.453
"2024201972",NO IMAGENES CON API,2024-05-17 22:15:29.480
"2024201671",NO IMAGENES CON API,2024-05-17 22:15:29.504
"2024201824",NO IMAGENES CON API,2024-05-17 22:15:29.527
"2024201658",NO IMAGENES CON API,2024-05-17 22:15:29.556
"2024201477",NO IMAGENES CON API,2024-05-17 22:15:29.580
"2024201745",NO IMAGENES CON API,2024-05-17 22:15:29.602
"2024201485",NO IMAGENES CON API,2024-05-17 22:15:29.625
"2024201553",NO IMAGENES CON API,2024-05-17 22:15:29.650
"2024201549",NO IMAGENES CON API,2024-05-17 22:15:29.675
"2024201604",NO IMAGENES CON API,2024-05-17 22:15:29.699
"2024201577",NO IMAGENES CON API,2024-05-17 22:15:29.723
"2024201578",NO IMAGENES CON API,2024-05-17 22:15:29.754
"2024201944",NO IMAGENES CON API,2024-05-17 22:15:29.781
"2024201651",NO IMAGENES CON API,2024-05-17 22:15:29.815
"2024201517",NO IMAGENES CON API,2024-05-17 22:15:29.838
"2024201622",NO IMAGENES CON API,2024-05-17 22:15:29.873
"2024201945",NO IMAGENES CON API,2024-05-17 22:15:29.905
"2024201983",NO IMAGENES CON API,2024-05-17 22:15:29.928
"2024201898",NO IMAGENES CON API,2024-05-17 22:15:29.951
"2024201951",NO IMAGENES CON API,2024-05-17 22:15:29.979
"2024201964",NO IMAGENES CON API,2024-05-17 22:15:30.068
"2024210111",NO IMAGENES CON API,2024-05-17 22:15:30.117
"2024207760",,2024-05-17 22:15:30.177
"2024207139",NO IMAGENES CON API,2024-05-17 22:15:30.262
"2024207231",NO IMAGENES CON API,2024-05-17 22:15:30.303
"2024207217",NO IMAGENES CON API,2024-05-17 22:15:30.334
"2024496555",,2024-05-17 22:15:30.380
"2024204538",,2024-05-17 22:15:30.419
"2024207180",,2024-05-17 22:15:30.454
"2024207835",NO IMAGENES CON API,2024-05-17 22:15:30.503
"2024210141",,2024-05-17 22:15:30.526
"2024210070",,2024-05-17 22:15:30.552
"2024207827",,2024-05-17 22:15:30.629
"2024207956",NO IMAGENES CON API,2024-05-17 22:15:30.652
"2024207575",,2024-05-17 22:15:30.676
"2024207190",,2024-05-17 22:15:30.700
"2024208535",NO PROCESADO MEDIPASS,2024-05-17 22:15:30.722
"2024201255",NO PROCESADO MEDIPASS,2024-05-17 22:15:30.749
"2024210471",NO PROCESADO MEDIPASS,2024-05-17 22:15:30.771
"2024200500",NO PROCESADO MEDIPASS,2024-05-17 22:15:30.803
"2024200556",NO PROCESADO MEDIPASS,2024-05-17 22:15:30.834
"2024210493",NO PROCESADO MEDIPASS,2024-05-17 22:15:30.861
"2024200490",NO PROCESADO MEDIPASS,2024-05-17 22:15:30.891
"2024200613",NO PROCESADO MEDIPASS,2024-05-17 22:15:30.916
"2024200493",NO PROCESADO MEDIPASS,2024-05-17 22:15:30.950
"2024210386",NO PROCESADO MEDIPASS,2024-05-17 22:15:30.972
"2024200538",NO PROCESADO MEDIPASS,2024-05-17 22:15:30.995
"2024210525",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.064
"2024205223",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.105
"2024205948",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.128
"2024208774",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.181
"2024200611",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.226
"2024210747",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.267
"2024211839",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.305
"2024210435",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.343
"2024208459",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.379
"2024467170",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.405
"2024201243",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.438
"2024200540",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.462
"2024200566",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.487
"2024201454",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.512
"2024201253",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.543
"2024210501",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.567
"2024200615",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.589
"2024205923",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.614
"2024201463",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.636
"2024201915",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.663
"2024205257",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.695
"2024200608",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.720
"2024200594",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.743
"2024200597",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.767
"2024200574",NO PROCESADO MEDIPASS,2024-05-17 22:15:31.792
