"folio_recepcion","descripcion","fecha_recepcion"
"2024488634",NO PROCESADO MEDIPASS,2024-05-03
"2024496825",NO PROCESADO MEDIPASS,2024-05-14
"2024013093",FALTA COTIZ. SALUD,2024-05-17
"2024201093",NO HAY IMAGENES PARA DESCARGAR,2024-05-15
"2024069351",FALTA COTIZ. SALUD,2024-05-17
"2024217245",NO IMAGENES CON API,2024-05-29
"2024227149",NO PROCESADO MEDIPASS,2024-05-20
"2024228479",NO PROCESADO MEDIPASS,2024-05-24
"2024219701",NO IMAGENES CON API,2024-05-29
"2024012137",FALTA COTIZ. SALUD,2024-05-17
"2024487196",NO IMAGENES CON API,2024-05-02
"2024205823",NO IMAGENES CON API,2024-05-13
"2024216656",COTIZ < LIQ DE SUELDO,2024-05-29
"2024222328",RENTA = TOPE,2024-05-20
"2024228877",NO IMAGENES CON API,2024-05-24
"2024489849",NO PROCESADO MEDIPASS,2024-04-29
"2024209995",NO PROCESADO MEDIPASS,2024-05-23
"2024212569",NO IMAGENES CON API,2024-05-23
"2024205714",NO PROCESADO MEDIPASS,2024-05-13
"2024490890",NO PROCESADO MEDIPASS,2024-05-06
"2024212626",NO IMAGENES CON API,2024-05-23
"2024202187",NO PROCESADO MEDIPASS,2024-05-27
"2024208535",NO PROCESADO MEDIPASS,2024-05-14
"2024496690",NO PROCESADO MEDIPASS,2024-05-09
"2024217319",NO IMAGENES CON API,2024-05-29
"2024201961",NO IMAGENES CON API,2024-05-16
"2024485116",NO IMAGENES CON API,2024-05-07
"2024491346",NO PROCESADO MEDIPASS,2024-04-30
"2024227519",COTIZ < LIQ DE SUELDO,2024-05-20
"2024467191",FALTA COTIZ. SALUD,2024-05-20
"2024212503",NO IMAGENES CON API,2024-05-23
"2024207858",NO PROCESADO MEDIPASS,2024-05-10
"2024487393",NO IMAGENES CON API,2024-05-02
"2024208502",NO PROCESADO MEDIPASS,2024-05-14
"2024489957",NO IMAGENES CON API,2024-04-30
"2024222289",NO PROCESADO MEDIPASS,2024-05-20
"2024218497",NO IMAGENES CON API,2024-05-17
"2024224591",NO PROCESADO MEDIPASS,2024-05-17
"2024211409",COTIZ < LIQ DE SUELDO,2024-05-15
"2024499645",NO PROCESADO MEDIPASS,2024-05-15
"2024201979",COTIZ < LIQ DE SUELDO,2024-05-16
"2024211868",RENTA = TOPE,2024-05-15
"2024216263",COTIZ < LIQ DE SUELDO,2024-05-28
"2024200122",COTIZ < LIQ DE SUELDO,2024-05-15
"2024487859",NO PROCESADO MEDIPASS,2024-05-03
"2024205467",NO IMAGENES CON API,2024-05-13
"2024228098",NO PROCESADO MEDIPASS,2024-05-24
"2024227055",COTIZ < LIQ DE SUELDO,2024-05-20
"2024224415",NO PROCESADO MEDIPASS,2024-05-17
"2024208190",NO PROCESADO MEDIPASS,2024-05-13
"2024203352",NO PROCESADO MEDIPASS,2024-05-27
"2024486315",NO IMAGENES CON API,2024-04-30
"2024467182",FALTA COTIZ. SALUD,2024-05-17
"2024216044",COTIZ < LIQ DE SUELDO,2024-05-28
"2024212767",NO IMAGENES CON API,2024-05-23
"2024224409",NO PROCESADO MEDIPASS,2024-05-17
"2024203695",COTIZ < LIQ DE SUELDO,2024-05-28
"2024203657",COTIZ < LIQ DE SUELDO,2024-05-28
"2024200829",COTIZ < LIQ DE SUELDO,2024-05-16
"2024205676",NO PROCESADO MEDIPASS,2024-05-13
"2024499424",NO PROCESADO MEDIPASS,2024-04-30
"2024218512",NO IMAGENES CON API,2024-05-17
"2024201331",COTIZ < LIQ DE SUELDO,2024-05-16
"2024225819",COTIZ < LIQ DE SUELDO,2024-05-23
"2024216038",COTIZ < LIQ DE SUELDO,2024-05-28
"2024227350",RENTA = TOPE,2024-05-20
"2024211681",NO HAY IMAGENES PARA DESCARGAR,2024-05-15
"2024211676",COTIZ < LIQ DE SUELDO,2024-05-15
"2024216454",COTIZ < LIQ DE SUELDO,2024-05-28
"2024203976",COTIZ < LIQ DE SUELDO,2024-05-28
"2024484695",NO PROCESADO MEDIPASS,2024-05-07
"2024216410",COTIZ < LIQ DE SUELDO,2024-05-28
"2024219116",COTIZ < LIQ DE SUELDO,2024-05-28
"2024203692",COTIZ < LIQ DE SUELDO,2024-05-28
"2024212286",NO PROCESADO MEDIPASS,2024-05-23
"2024200778",COTIZ < LIQ DE SUELDO,2024-05-16
"2024211307",COTIZ < LIQ DE SUELDO,2024-05-15
"2024210968",NO PROCESADO MEDIPASS,2024-05-14
"2024200965",COTIZ < LIQ DE SUELDO,2024-05-16
"2024201680",FALTA COTIZ. SALUD,2024-05-16
"2024200849",NO HAY IMAGENES PARA DESCARGAR,2024-05-16
"2024227322",COTIZ < LIQ DE SUELDO,2024-05-20
"2024200866",FALTA COTIZ. SALUD,2024-05-16
"2024228866",NO IMAGENES CON API,2024-05-24
"2024212513",NO IMAGENES CON API,2024-05-23
"2024201728",NO IMAGENES CON API,2024-05-16
"2024205217",NO PROCESADO MEDIPASS,2024-05-13
"2024499246",NO PROCESADO MEDIPASS,2024-04-29
"2024485245",NO PROCESADO MEDIPASS,2024-05-07
"2024496488",NO PROCESADO MEDIPASS,2024-05-09
"2024216383",COTIZ < LIQ DE SUELDO,2024-05-28
"2024216101",COTIZ < LIQ DE SUELDO,2024-05-28
"2024496679",NO PROCESADO MEDIPASS,2024-05-09
"2024217885",NO IMAGENES CON API,2024-05-29
"2024229113",NO IMAGENES CON API,2024-05-24
"2024222063",COTIZ < LIQ DE SUELDO,2024-05-20
"2024200235",COTIZ < LIQ DE SUELDO,2024-05-16
"2024200455",COTIZ < LIQ DE SUELDO,2024-05-16
"2024488917",NO PROCESADO MEDIPASS,2024-05-03
"2024489171",NO IMAGENES CON API,2024-04-29
"2024494653",NO PROCESADO MEDIPASS,2024-04-25
"2024219446",COTIZ < LIQ DE SUELDO,2024-05-28
"2024203700",COTIZ < LIQ DE SUELDO,2024-05-28
"2024218847",COTIZ < LIQ DE SUELDO,2024-05-20
"2024209414",COTIZ < LIQ DE SUELDO,2024-05-22
"2024498939",NO IMAGENES CON API,2024-04-29
"2024222098",FALTA COTIZ. SALUD,2024-05-20
"2024225456",NO PROCESADO MEDIPASS,2024-05-23
"2024484885",NO IMAGENES CON API,2024-05-07
"2024209929",FALTA COTIZ. SALUD,2024-05-23
"2024202226",NO PROCESADO MEDIPASS,2024-05-27
"2024222027",COTIZ < LIQ DE SUELDO,2024-05-20
"2024209713",COTIZ < LIQ DE SUELDO,2024-05-23
"2024222344",COTIZ < LIQ DE SUELDO,2024-05-20
"2024491326",NO PROCESADO MEDIPASS,2024-04-30
"2024202090",NO PROCESADO MEDIPASS,2024-05-27
"2024210408",NO PROCESADO MEDIPASS,2024-05-13
"2024499431",NO PROCESADO MEDIPASS,2024-04-30
"2024227643",FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2024-05-20
"2024209772",COTIZ < LIQ DE SUELDO,2024-05-23
"2024485151",NO IMAGENES CON API,2024-05-07
"2024212669",NO IMAGENES CON API,2024-05-23
"2024211064",NO IMAGENES CON API,2024-05-14
"2024219132",COTIZ < LIQ DE SUELDO,2024-05-28
"2024212121",NO PROCESADO MEDIPASS,2024-05-23
"2024485145",NO IMAGENES CON API,2024-05-07
"2024484985",NO IMAGENES CON API,2024-05-07
"2024212353",COTIZ < LIQ DE SUELDO,2024-05-23
"2024228809",NO IMAGENES CON API,2024-05-24
"2024225815",NO IMAGENES CON API,2024-05-23
"2024489196",NO PROCESADO MEDIPASS,2024-04-29
"2024490863",NO PROCESADO MEDIPASS,2024-05-06
"2024225452",NO PROCESADO MEDIPASS,2024-05-23
"2024212205",COTIZ < LIQ DE SUELDO,2024-05-23
"2024219626",NO PROCESADO MEDIPASS,2024-05-28
"2024483370",NO PROCESADO MEDIPASS,2024-05-06
"2024222565",COTIZ < LIQ DE SUELDO,2024-05-22
"2024227421",COTIZ < LIQ DE SUELDO,2024-05-20
"2024200888",COTIZ < LIQ DE SUELDO,2024-05-16
"2024222034",COTIZ < LIQ DE SUELDO,2024-05-20
"2024227883",FALTA COTIZ. SALUD,2024-05-24
"2024218477",NO IMAGENES CON API,2024-05-17
"2024491209",NO PROCESADO MEDIPASS,2024-04-29
"2024209923",FALTA COTIZ. SALUD,2024-05-23
"2024227506",RENTA = TOPE,2024-05-20
"2024228044",NO PROCESADO MEDIPASS,2024-05-24
"2024203015",COTIZ < LIQ DE SUELDO,2024-05-27
"2024225975",NO IMAGENES CON API,2024-05-23
"2024200173",NO PROCESADO MEDIPASS,2024-05-15
"2024201201",NO PROCESADO MEDIPASS,2024-05-15
"2024484247",NO PROCESADO MEDIPASS,2024-05-07
"2024493861",NO PROCESADO MEDIPASS,2024-05-08
"2024205316",NO IMAGENES CON API,2024-05-13
"2024222891",COTIZ < LIQ DE SUELDO,2024-05-22
"2024222479",COTIZ < LIQ DE SUELDO,2024-05-22
"2024202040",NO PROCESADO MEDIPASS,2024-05-27
"2024209061",COTIZ < LIQ DE SUELDO,2024-05-22
"2024225033",COTIZ < LIQ DE SUELDO,2024-05-22
"2024202470",FALTA COTIZ. SALUD,2024-05-27
"2024212231",COTIZ < LIQ DE SUELDO,2024-05-23
"2024202498",FALTA COTIZ. SALUD,2024-05-27
"2024202889",COTIZ < LIQ DE SUELDO,2024-05-27
"2024203490",COTIZ < LIQ DE SUELDO,2024-05-27
"2024203326",COTIZ < LIQ DE SUELDO,2024-05-27
"2024203534",COTIZ < LIQ DE SUELDO,2024-05-27
"2024224840",COTIZ < LIQ DE SUELDO,2024-05-20
"2024212409",NO IMAGENES CON API,2024-05-23
"2024202418",COTIZ < LIQ DE SUELDO,2024-05-27
"2024224510",NO HAY IMAGENES PARA DESCARGAR,2024-05-17
"2024202406",COTIZ < LIQ DE SUELDO,2024-05-27
"2024486208",NO PROCESADO MEDIPASS,2024-04-30
"2024224494",COTIZ < LIQ DE SUELDO,2024-05-17
"2024225716",NO IMAGENES CON API,2024-05-23
"2024202980",FALTA COTIZ. SALUD,2024-05-27
"2024202980",COTIZ < LIQ DE SUELDO,2024-05-27
"2024218653",COTIZ < LIQ DE SUELDO,2024-05-17
"2024217696",NO IMAGENES CON API,2024-05-29
"2024201311",COTIZ < LIQ DE SUELDO,2024-05-16
"2024224636",COTIZ < LIQ DE SUELDO,2024-05-17
"2024203472",COTIZ < LIQ DE SUELDO,2024-05-27
"2024212092",NO PROCESADO MEDIPASS,2024-05-23
"2024202420",COTIZ < LIQ DE SUELDO,2024-05-27
"2024212593",NO IMAGENES CON API,2024-05-23
"2024487309",NO IMAGENES CON API,2024-05-02
"2024228960",COTIZ < LIQ DE SUELDO,2024-05-24
"2024225518",COTIZ < LIQ DE SUELDO,2024-05-23
"2024209512",COTIZ < LIQ DE SUELDO,2024-05-22
"2024202872",FALTA COTIZ. SALUD,2024-05-27
"2024203076",RENTA = TOPE,2024-05-27
"2024212009",NO PROCESADO MEDIPASS,2024-05-23
"2024496306",NO PROCESADO MEDIPASS,2024-05-09
"2024210395",NO PROCESADO MEDIPASS,2024-05-13
"2024207308",NO PROCESADO MEDIPASS,2024-05-10
"2024203503",COTIZ < LIQ DE SUELDO,2024-05-27
"2024204482",NO PROCESADO MEDIPASS,2024-05-09
"2024217840",NO IMAGENES CON API,2024-05-29
"2024225675",NO IMAGENES CON API,2024-05-23
"2024200077",NO PROCESADO MEDIPASS,2024-05-15
"2024485132",NO IMAGENES CON API,2024-05-07
"2024224587",NO PROCESADO MEDIPASS,2024-05-17
"2024203359",NO PROCESADO MEDIPASS,2024-05-27
"2024218346",COTIZ < LIQ DE SUELDO,2024-05-17
"2024208184",NO IMAGENES CON API,2024-05-13
"2024200499",NO PROCESADO MEDIPASS,2024-05-16
"2024212392",NO IMAGENES CON API,2024-05-23
"2024154578",FALTA COTIZ. SALUD,2024-05-22
"2024485327",NO PROCESADO MEDIPASS,2024-05-07
"2024208786",NO PROCESADO MEDIPASS,2024-05-14
"2024493621",NO PROCESADO MEDIPASS,2024-05-08
"2024202137",NO PROCESADO MEDIPASS,2024-05-27
"2024217902",NO IMAGENES CON API,2024-05-29
"2024205580",NO IMAGENES CON API,2024-05-13
"2024227651",COTIZ < LIQ DE SUELDO,2024-05-20
"2024491496",NO PROCESADO MEDIPASS,2024-04-30
"2024207691",NO PROCESADO MEDIPASS,2024-05-10
"2024209441",NO IMAGENES CON API,2024-05-22
"2024499631",NO PROCESADO MEDIPASS,2024-05-15
"2024222340",COTIZ < LIQ DE SUELDO,2024-05-20
"2024225101",FALTA COTIZ. SALUD,2024-05-22
"2024202891",COTIZ < LIQ DE SUELDO,2024-05-27
"2024209318",COTIZ < LIQ DE SUELDO,2024-05-22
"2024228826",NO IMAGENES CON API,2024-05-24
"2024218484",NO IMAGENES CON API,2024-05-17
"2024218601",NO IMAGENES CON API,2024-05-17
"2024210950",NO PROCESADO MEDIPASS,2024-05-14
"2024212371",NO IMAGENES CON API,2024-05-23
"2024203339",NO PROCESADO MEDIPASS,2024-05-27
"2024228884",NO IMAGENES CON API,2024-05-24
"2024486765",NO PROCESADO MEDIPASS,2024-05-02
"2024499574",NO PROCESADO MEDIPASS,2024-05-14
"2024218599",NO PROCESADO MEDIPASS,2024-05-17
"2024200072",NO PROCESADO MEDIPASS,2024-05-15
"2024208155",NO IMAGENES CON API,2024-05-13
"2024224614",NO PROCESADO MEDIPASS,2024-05-17
"2024227695",NO PROCESADO MEDIPASS,2024-05-20
"2024224401",NO PROCESADO MEDIPASS,2024-05-17
"2024217318",NO IMAGENES CON API,2024-05-29
"2024219664",NO IMAGENES CON API,2024-05-29
"2024203874",NO PROCESADO MEDIPASS,2024-05-28
"2024212822",NO PROCESADO MEDIPASS,2024-05-23
"2024228921",COTIZ < LIQ DE SUELDO,2024-05-24
"2024227827",COTIZ < LIQ DE SUELDO,2024-05-24
"2024228183",FALTA COTIZ. SALUD,2024-05-24
"2024489783",NO PROCESADO MEDIPASS,2024-04-29
"2024486096",NO IMAGENES CON API,2024-04-30
"2024222378",NO PROCESADO MEDIPASS,2024-05-20
"2024209476",NO IMAGENES CON API,2024-05-22
"2024487285",NO IMAGENES CON API,2024-05-02
"2024484253",NO PROCESADO MEDIPASS,2024-05-07
"2024486232",NO PROCESADO MEDIPASS,2024-04-30
"2024499643",NO PROCESADO MEDIPASS,2024-05-15
"2024487341",NO IMAGENES CON API,2024-05-02
"2024218438",COTIZ < LIQ DE SUELDO,2024-05-17
"2024204410",NO PROCESADO MEDIPASS,2024-05-09
"2024212903",NO IMAGENES CON API,2024-05-23
"2024013100",FALTA COTIZ. SALUD,2024-05-23
"2024013100",NO SE ENCUENTRAN MESES CON DIAS TRABAJADOS,2024-05-23
"2024013104",FALTA COTIZ. SALUD,2024-05-23
"2024205468",NO PROCESADO MEDIPASS,2024-05-13
"2024212087",NO PROCESADO MEDIPASS,2024-05-23
"2024048007",FALTA COTIZ. SALUD,2024-05-22
"2024498988",NO PROCESADO MEDIPASS,2024-04-29
"2024496676",NO PROCESADO MEDIPASS,2024-05-09
"2024499641",NO PROCESADO MEDIPASS,2024-05-15
"2024201658",NO IMAGENES CON API,2024-05-16
"2024204295",NO IMAGENES CON API,2024-05-09
"2024204576",NO IMAGENES CON API,2024-05-09
"2024209634",NO PROCESADO MEDIPASS,2024-05-22
"2024228189",COTIZ < LIQ DE SUELDO,2024-05-24
"2024490853",NO PROCESADO MEDIPASS,2024-05-06
"2024488215",NO PROCESADO MEDIPASS,2024-05-03
"2024210150",NO PROCESADO MEDIPASS,2024-05-10
"2024222187",NO PROCESADO MEDIPASS,2024-05-20
"2024228775",COTIZ < LIQ DE SUELDO,2024-05-24
"2024228387",COTIZ < LIQ DE SUELDO,2024-05-24
"2024228748",COTIZ < LIQ DE SUELDO,2024-05-24
"2024487443",NO PROCESADO MEDIPASS,2024-05-02
"2024491778",NO PROCESADO MEDIPASS,2024-04-30
"2024228370",COTIZ < LIQ DE SUELDO,2024-05-24
"2024228407",COTIZ < LIQ DE SUELDO,2024-05-24
"2024225981",NO PROCESADO MEDIPASS,2024-05-23
"2024485776",NO PROCESADO MEDIPASS,2024-05-08
"2024485967",NO PROCESADO MEDIPASS,2024-05-08
"2024228460",COTIZ < LIQ DE SUELDO,2024-05-24
"2024201604",NO IMAGENES CON API,2024-05-16
"2024209382",NO IMAGENES CON API,2024-05-22
"2024496688",NO PROCESADO MEDIPASS,2024-05-09
"2024228369",COTIZ < LIQ DE SUELDO,2024-05-24
"2024227050",COTIZ < LIQ DE SUELDO,2024-05-20
"2024487014",NO IMAGENES CON API,2024-05-02
"2024486592",NO PROCESADO MEDIPASS,2024-05-02
"2024222143",NO SE ENCUENTRA CODIGO AFP,2024-05-20
"2024228842",NO PROCESADO MEDIPASS,2024-05-24
"2024212631",NO PROCESADO MEDIPASS,2024-05-23
"2024212486",NO IMAGENES CON API,2024-05-23
"2024485079",NO IMAGENES CON API,2024-05-07
"2024227992",COTIZ < LIQ DE SUELDO,2024-05-24
"2024222500",COTIZ < LIQ DE SUELDO,2024-05-22
"2024204452",NO PROCESADO MEDIPASS,2024-05-09
"2024498992",NO PROCESADO MEDIPASS,2024-04-29
"2024204182",NO PROCESADO MEDIPASS,2024-05-09
"2024227889",COTIZ < LIQ DE SUELDO,2024-05-24
"2024496826",NO PROCESADO MEDIPASS,2024-05-14
"2024487103",NO IMAGENES CON API,2024-05-02
"2024499912",NO PROCESADO MEDIPASS,2024-05-20
"2024484713",NO PROCESADO MEDIPASS,2024-05-07
"2024487015",NO IMAGENES CON API,2024-05-02
"2024499560",NO PROCESADO MEDIPASS,2024-05-14
"2024205837",NO IMAGENES CON API,2024-05-13
"2024217686",NO IMAGENES CON API,2024-05-29
"2024227507",FALTA COTIZ. SALUD,2024-05-20
"2024204738",NO IMAGENES CON API,2024-05-09
"2024210749",NO PROCESADO MEDIPASS,2024-05-14
"2024205952",NO IMAGENES CON API,2024-05-13
"2024228018",NO PROCESADO MEDIPASS,2024-05-24
"2024498292",NO PROCESADO MEDIPASS,2024-04-26
"2024209093",COTIZ < LIQ DE SUELDO,2024-05-22
"2024218871",COTIZ < LIQ DE SUELDO,2024-05-20
"2024216877",NO PROCESADO MEDIPASS,2024-05-29
"2024225822",NO IMAGENES CON API,2024-05-23
"2024222583",RENTA = TOPE,2024-05-22
"2024211017",NO IMAGENES CON API,2024-05-14
"2024499601",NO PROCESADO MEDIPASS,2024-05-14
"2024210089",NO PROCESADO MEDIPASS,2024-05-10
"2024212607",NO PROCESADO MEDIPASS,2024-05-23
"2024210371",NO PROCESADO MEDIPASS,2024-05-13
"2024218878",COTIZ < LIQ DE SUELDO,2024-05-20
"2024225816",NO IMAGENES CON API,2024-05-23
"2024484705",NO PROCESADO MEDIPASS,2024-05-07
"2024224615",NO PROCESADO MEDIPASS,2024-05-17
"2024209723",FALTA COTIZ. SALUD,2024-05-23
"2024228050",NO PROCESADO MEDIPASS,2024-05-24
"2024487452",NO PROCESADO MEDIPASS,2024-05-02
"2024228022",NO PROCESADO MEDIPASS,2024-05-24
"2024202075",NO PROCESADO MEDIPASS,2024-05-27
"2024499990",NO PROCESADO MEDIPASS,2024-05-20
"2024483760",NO PROCESADO MEDIPASS,2024-05-06
"2024487023",NO IMAGENES CON API,2024-05-02
"2024209138",FALTA COTIZ. SALUD,2024-05-22
"2024224391",NO PROCESADO MEDIPASS,2024-05-17
"2024203108",NO PROCESADO MEDIPASS,2024-05-27
"2024200558",NO PROCESADO MEDIPASS,2024-05-16
"2024201995",NO PROCESADO MEDIPASS,2024-05-16
"2024217474",NO IMAGENES CON API,2024-05-29
"2024489422",NO PROCESADO MEDIPASS,2024-04-29
"2024489137",NO IMAGENES CON API,2024-04-29
"2024210466",NO PROCESADO MEDIPASS,2024-05-13
"2024487177",NO IMAGENES CON API,2024-05-02
"2024228835",NO IMAGENES CON API,2024-05-24
"2024229046",NO IMAGENES CON API,2024-05-24
"2024496276",NO PROCESADO MEDIPASS,2024-05-09
"2024227173",NO PROCESADO MEDIPASS,2024-05-20
"2024489754",NO PROCESADO MEDIPASS,2024-04-29
"2024225414",NO PROCESADO MEDIPASS,2024-05-22
"2024487328",NO IMAGENES CON API,2024-05-02
"2024200584",NO PROCESADO MEDIPASS,2024-05-16
"2024493848",NO PROCESADO MEDIPASS,2024-05-08
"2024211080",NO PROCESADO MEDIPASS,2024-05-14
"2024217051",NO IMAGENES CON API,2024-05-29
"2024219163",NO PROCESADO MEDIPASS,2024-05-28
"2024207318",NO PROCESADO MEDIPASS,2024-05-10
"2024228039",NO PROCESADO MEDIPASS,2024-05-24
"2024485131",NO PROCESADO MEDIPASS,2024-05-07
"2024496670",NO IMAGENES CON API,2024-05-09
"2024487816",NO PROCESADO MEDIPASS,2024-05-03
"2024210478",NO PROCESADO MEDIPASS,2024-05-13
"2024228099",NO PROCESADO MEDIPASS,2024-05-24
"2024211837",NO PROCESADO MEDIPASS,2024-05-15
"2024490609",NO PROCESADO MEDIPASS,2024-05-06
"2024484700",NO PROCESADO MEDIPASS,2024-05-07
"2024218421",NO IMAGENES CON API,2024-05-17
"2024228662",NO PROCESADO MEDIPASS,2024-05-24
"2024490802",NO PROCESADO MEDIPASS,2024-05-06
"2024499918",NO PROCESADO MEDIPASS,2024-05-20
"2024210412",NO PROCESADO MEDIPASS,2024-05-13
"2024489421",NO PROCESADO MEDIPASS,2024-04-29
"2024225592",NO IMAGENES CON API,2024-05-23
"2024205528",NO IMAGENES CON API,2024-05-13
"2024486399",NO IMAGENES CON API,2024-04-30
"2024227520",COTIZ < LIQ DE SUELDO,2024-05-20
"2024222935",COTIZ < LIQ DE SUELDO,2024-05-22
"2024483165",NO PROCESADO MEDIPASS,2024-05-06
"2024202141",NO PROCESADO MEDIPASS,2024-05-27
"2024202159",NO PROCESADO MEDIPASS,2024-05-27
"2024201232",NO PROCESADO MEDIPASS,2024-05-15
"2024205771",NO IMAGENES CON API,2024-05-13
"2024487342",NO IMAGENES CON API,2024-05-02
"2024499066",NO PROCESADO MEDIPASS,2024-04-29
"2024224613",NO PROCESADO MEDIPASS,2024-05-17
"2024485115",NO IMAGENES CON API,2024-05-07
"2024209887",COTIZ < LIQ DE SUELDO,2024-05-23
"2024209887",RENTA = TOPE,2024-05-23
"2024208621",NO IMAGENES CON API,2024-05-14
"2024219743",NO IMAGENES CON API,2024-05-29
"2024494640",NO PROCESADO MEDIPASS,2024-04-25
"2024499981",NO PROCESADO MEDIPASS,2024-05-20
"2024227175",NO PROCESADO MEDIPASS,2024-05-20
"2024210391",NO PROCESADO MEDIPASS,2024-05-13
"2024499886",NO PROCESADO MEDIPASS,2024-05-20
"2024210738",NO IMAGENES CON API,2024-05-14
"2024205888",NO IMAGENES CON API,2024-05-13
"2024487767",NO PROCESADO MEDIPASS,2024-05-03
"2024218220",NO PROCESADO MEDIPASS,2024-05-17
"2024227146",NO PROCESADO MEDIPASS,2024-05-20
"2024210482",NO PROCESADO MEDIPASS,2024-05-13
"2024204739",NO IMAGENES CON API,2024-05-09
"2024203129",NO PROCESADO MEDIPASS,2024-05-27
"2024491161",NO IMAGENES CON API,2024-04-29
"2024205963",NO PROCESADO MEDIPASS,2024-05-13
"2024211469",NO PROCESADO MEDIPASS,2024-05-15
"2024228058",NO PROCESADO MEDIPASS,2024-05-24
"2024225618",NO IMAGENES CON API,2024-05-23
"2024496574",NO IMAGENES CON API,2024-05-09
"2024225187",NO PROCESADO MEDIPASS,2024-05-22
"2024485156",NO IMAGENES CON API,2024-05-07
"2024212983",NO IMAGENES CON API,2024-05-23
"2024225936",NO IMAGENES CON API,2024-05-23
"2024209565",NO PROCESADO MEDIPASS,2024-05-22
"2024499512",NO IMAGENES CON API,2024-05-07
"2024225813",NO IMAGENES CON API,2024-05-23
"2024484444",NO PROCESADO MEDIPASS,2024-05-07
"2024486312",NO IMAGENES CON API,2024-04-30
"2024208541",NO PROCESADO MEDIPASS,2024-05-14
"2024203557",NO PROCESADO MEDIPASS,2024-05-27
"2024208496",NO PROCESADO MEDIPASS,2024-05-14
"2024490798",NO PROCESADO MEDIPASS,2024-05-06
"2024228980",NO PROCESADO MEDIPASS,2024-05-24
"2024499070",NO PROCESADO MEDIPASS,2024-04-29
"2024200985",NO PROCESADO MEDIPASS,2024-05-16
"2024228085",NO PROCESADO MEDIPASS,2024-05-24
"2024200177",NO PROCESADO MEDIPASS,2024-05-15
"2024207071",NO PROCESADO MEDIPASS,2024-05-10
"2024499248",NO PROCESADO MEDIPASS,2024-04-30
"2024216867",NO PROCESADO MEDIPASS,2024-05-29
"2024225498",NO PROCESADO MEDIPASS,2024-05-23
"2024491660",NO IMAGENES CON API,2024-04-30
"2024488439",NO PROCESADO MEDIPASS,2024-05-03
"2024212738",NO IMAGENES CON API,2024-05-23
"2024499991",NO PROCESADO MEDIPASS,2024-05-20
"2024227032",NO IMAGENES CON API,2024-05-20
"2024228485",NO PROCESADO MEDIPASS,2024-05-24
"2024485177",NO IMAGENES CON API,2024-05-07
"2024496500",NO PROCESADO MEDIPASS,2024-05-09
"2024227139",NO PROCESADO MEDIPASS,2024-05-20
"2024204181",NO PROCESADO MEDIPASS,2024-05-09
"2024202154",NO PROCESADO MEDIPASS,2024-05-27
"2024201850",NO PROCESADO MEDIPASS,2024-05-16
"2024202711",NO PROCESADO MEDIPASS,2024-05-27
"2024227205",NO PROCESADO MEDIPASS,2024-05-20
"2024217140",NO IMAGENES CON API,2024-05-29
"2024487763",NO PROCESADO MEDIPASS,2024-05-03
"2024072032",FALTA COTIZ. SALUD,2024-05-28
"2024499876",NO PROCESADO MEDIPASS,2024-05-20
"2024201945",NO IMAGENES CON API,2024-05-16
"2024489189",NO PROCESADO MEDIPASS,2024-04-29
"2024225464",NO PROCESADO MEDIPASS,2024-05-23
"2024484969",NO IMAGENES CON API,2024-05-07
"2024225636",NO IMAGENES CON API,2024-05-23
"2024209386",COTIZ < LIQ DE SUELDO,2024-05-22
"2024212811",NO PROCESADO MEDIPASS,2024-05-23
"2024210456",NO PROCESADO MEDIPASS,2024-05-13
"2024489779",NO PROCESADO MEDIPASS,2024-04-29
"2024484696",NO PROCESADO MEDIPASS,2024-05-07
"2024208179",NO IMAGENES CON API,2024-05-13
"2024208777",NO PROCESADO MEDIPASS,2024-05-14
"2024208997",NO PROCESADO MEDIPASS,2024-05-14
"2024229042",NO IMAGENES CON API,2024-05-24
"2024224389",NO PROCESADO MEDIPASS,2024-05-17
"2024204876",NO PROCESADO MEDIPASS,2024-05-09
"2024211049",NO IMAGENES CON API,2024-05-14
"2024212910",NO IMAGENES CON API,2024-05-23
"2024493883",NO PROCESADO MEDIPASS,2024-05-08
"2024499880",NO PROCESADO MEDIPASS,2024-05-20
"2024217702",NO IMAGENES CON API,2024-05-29
"2024204311",NO PROCESADO MEDIPASS,2024-05-09
"2024218381",NO PROCESADO MEDIPASS,2024-05-17
"2024499984",NO PROCESADO MEDIPASS,2024-05-20
"2024212938",NO IMAGENES CON API,2024-05-23
"2024496533",NO IMAGENES CON API,2024-05-09
"2024487261",NO IMAGENES CON API,2024-05-02
"2024222597",NO PROCESADO MEDIPASS,2024-05-22
"2024225906",NO IMAGENES CON API,2024-05-23
"2024205239",NO PROCESADO MEDIPASS,2024-05-13
"2024210710",NO PROCESADO MEDIPASS,2024-05-13
"2024208263",NO IMAGENES CON API,2024-05-14
"2024201242",NO PROCESADO MEDIPASS,2024-05-16
"2024485338",NO IMAGENES CON API,2024-05-07
"2024489420",NO PROCESADO MEDIPASS,2024-04-29
"2024217948",NO IMAGENES CON API,2024-05-29
"2024496841",NO PROCESADO MEDIPASS,2024-05-14
"2024203137",NO PROCESADO MEDIPASS,2024-05-27
"2024227384",NO PROCESADO MEDIPASS,2024-05-20
